time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452450000	4.57253	18.8387	4.94652	3.7959	0.463715	radar	1.50626	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.3984	18.7069	4.90342	3.8175	0.462969	lidar	1.11584	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.22071	18.5644	4.84393	3.83366	0.446187	radar	1.29022	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.10186	18.4098	4.74805	3.87369	0.468751	lidar	1.85034	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.91362	18.2369	4.86499	3.91084	0.505485	radar	7.26869	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.64979	18.0952	4.96884	3.89933	0.460484	lidar	2.71036	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49113	17.9451	4.87746	3.91366	0.439621	radar	3.42178	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.25927	17.7778	4.95369	3.91562	0.414685	lidar	1.18085	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.07617	17.5939	5.01958	3.94468	0.436113	radar	2.31731	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90009	17.476	4.96946	3.94604	0.413897	lidar	6.16788	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.75476	17.2595	5.0314	3.99603	0.463372	radar	3.0099	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.57916	17.0725	5.04394	4.0137	0.456811	lidar	0.0518506	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.41767	16.9074	4.94692	4.0176	0.419788	radar	2.19315	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25457	16.7352	4.93721	4.03094	0.411244	lidar	0.51232	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.07997	16.5396	4.92354	4.03872	0.386513	radar	4.92715	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92418	16.3091	4.96509	4.06643	0.395224	lidar	2.23906	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77032	16.1334	4.90643	4.07182	0.369946	radar	0.971751	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.56313	15.9651	4.94926	4.05971	0.333732	lidar	1.71507	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.43335	15.7334	5.02268	4.10113	0.375766	radar	2.08237	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.25919	15.5144	5.07246	4.11095	0.36443	lidar	0.734738	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.10209	15.3219	5.05246	4.11638	0.345613	radar	0.974937	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.886677	15.1019	5.14754	4.10724	0.3132	lidar	2.18295	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.74224	14.9225	5.06274	4.10787	0.285249	radar	2.52289	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.644915	14.7091	5.01781	4.14038	0.307082	lidar	0.565942	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.530266	14.4674	5.07854	4.17687	0.341719	radar	1.80118	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.354749	14.244	5.13471	4.17626	0.320221	lidar	0.754704	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.226787	13.9907	5.2472	4.21025	0.356727	radar	2.84202	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.220684	13.7432	5.14424	4.27819	0.416954	lidar	3.97054	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.113947	13.4998	5.19847	4.30468	0.430099	radar	0.856758	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0542369	13.2669	5.25478	4.29728	0.394702	lidar	1.25343	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.172042	13.0498	5.18521	4.30101	0.366984	radar	1.23572	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.168562	12.8265	5.07338	4.36062	0.418622	lidar	3.59796	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.284498	12.602	5.01438	4.3602	0.3834	radar	3.3923	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.404362	12.3666	5.04276	4.36397	0.36426	lidar	0.345741	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.525328	12.1588	4.99685	4.35784	0.329575	radar	3.70253	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.601622	11.9413	4.96808	4.37549	0.331625	lidar	0.51768	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.726131	11.7129	4.97168	4.36927	0.300318	radar	2.75943	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.926633	11.4672	5.07423	4.33294	0.236545	lidar	4.21527	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.02771	11.2432	5.00002	4.33079	0.207613	radar	2.67699	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.20722	11.0152	5.06169	4.30171	0.159714	lidar	2.29271	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.28745	10.7685	5.11918	4.32875	0.193927	radar	1.40334	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.41891	10.5134	5.17241	4.32472	0.177079	lidar	0.860349	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.50931	10.2494	5.23932	4.34553	0.199312	radar	1.36402	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.60469	10.0402	5.19414	4.34984	0.193339	lidar	2.04799	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.69253	9.8114	5.15318	4.35622	0.185601	radar	0.549028	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76462	9.59271	5.1086	4.36988	0.191371	lidar	0.835686	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.87819	9.33873	5.18543	4.37355	0.191266	radar	2.51751	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.96181	9.04444	5.25177	4.38958	0.197897	lidar	3.97244	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.04606	8.82333	5.177	4.38946	0.177916	radar	1.90369	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.14262	8.57102	5.19896	4.39245	0.170629	lidar	0.124281	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.27422	8.31498	5.24916	4.37926	0.143121	radar	2.74518	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.31668	8.08414	5.19062	4.4029	0.163376	lidar	0.877289	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37588	7.8739	5.11039	4.41315	0.163505	radar	5.51524	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.49174	7.62134	5.15614	4.40436	0.142902	lidar	0.705512	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.6556	7.38596	5.15254	4.36195	0.0670062	radar	5.54494	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.76084	7.12959	5.18755	4.35942	0.0596651	lidar	0.326015	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.82001	6.89613	5.1719	4.38008	0.089385	radar	1.70696	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.8571	6.69248	5.07204	4.40005	0.108214	lidar	2.4718	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.91618	6.47445	4.9732	4.39999	0.08609	radar	3.81731	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.97063	6.23961	4.95157	4.4131	0.0964288	lidar	0.27734	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.09101	5.99004	5.02287	4.4012	0.0797	radar	3.59819	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.17736	5.71334	5.08786	4.40449	0.0781589	lidar	1.78355	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.28742	5.46599	5.08653	4.38365	0.0324206	radar	2.25624	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.38677	5.20267	5.13723	4.38021	0.0262157	lidar	0.640136	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45366	4.95715	5.14032	4.39376	0.0479529	radar	0.242283	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.57273	4.6746	5.2377	4.38437	0.0344035	lidar	2.16448	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.68328	4.4208	5.24394	4.36403	-0.00931807	radar	2.17108	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.82033	4.14551	5.33758	4.34842	-0.0257467	lidar	2.41731	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.89853	3.90593	5.31842	4.36086	0.00247065	radar	1.26775	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96862	3.67619	5.26387	4.36647	0.00775227	lidar	0.749112	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06742	3.47412	5.18398	4.34912	-0.0272123	radar	4.16794	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15846	3.22991	5.18642	4.34843	-0.0264754	lidar	0.00837265	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27546	2.97335	5.22997	4.33299	-0.0533242	radar	0.742765	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36675	2.6974	5.28253	4.33659	-0.0456079	lidar	1.26936	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45268	2.44838	5.27872	4.34257	-0.030023	radar	0.201234	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.55854	2.18137	5.32727	4.34097	-0.028663	lidar	0.592399	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.6678	1.95082	5.31034	4.31599	-0.0831957	radar	4.03383	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.78513	1.67384	5.3841	4.31292	-0.0792119	lidar	1.42513	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.90896	1.42334	5.4131	4.29647	-0.104291	radar	0.452538	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96663	1.19418	5.33017	4.30285	-0.0957562	lidar	5.11489	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.06045	0.981461	5.25483	4.29961	-0.0905806	radar	1.17771	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12008	0.753168	5.19084	4.30557	-0.0824638	lidar	3.94004	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21572	0.453208	5.3083	4.31205	-0.0732923	radar	5.25605	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29003	0.214941	5.27245	4.31542	-0.0672774	lidar	1.54771	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39918	-0.0178617	5.2377	4.31776	-0.044963	radar	5.88483	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.4696	-0.253977	5.20398	4.32297	-0.0381637	lidar	1.59629	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58942	-0.430841	5.11404	4.29631	-0.077323	radar	3.71652	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72503	-0.611692	5.04398	4.27009	-0.106962	lidar	2.52902	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.8405	-0.842095	5.10253	4.24912	-0.147313	radar	5.49337	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93644	-1.11534	5.16792	4.25925	-0.123144	lidar	1.55298	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.0254	-1.38692	5.2211	4.27066	-0.100317	radar	2.84101	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16404	-1.59309	5.18937	4.24945	-0.12153	lidar	1.07362	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.30798	-1.83417	5.29675	4.22096	-0.172124	radar	3.91597	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.4148	-2.08621	5.31602	4.22371	-0.157251	lidar	0.468262	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56576	-2.28721	5.26615	4.2007	-0.17416	radar	3.14599	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71586	-2.49571	5.24676	4.1796	-0.190418	lidar	0.489417	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.87174	-2.70832	5.25013	4.15796	-0.207967	radar	1.10436	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96407	-2.98089	5.29685	4.17755	-0.168392	lidar	2.44006	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09249	-3.20401	5.26065	4.17399	-0.157162	radar	0.309868	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21734	-3.39596	5.20365	4.15962	-0.16754	lidar	1.42043	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36328	-3.64646	5.25009	4.1579	-0.156593	radar	4.43236	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.52284	-3.77826	5.13144	4.11572	-0.204027	lidar	4.84783	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66788	-3.98717	5.14488	4.10292	-0.210183	radar	0.470553	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.82195	-4.21768	5.17809	4.09677	-0.203614	lidar	0.526593	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97308	-4.4363	5.1846	4.08943	-0.198827	radar	0.397481	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13433	-4.67699	5.23385	4.08616	-0.188962	lidar	1.22173	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27345	-4.87734	5.13247	4.08541	-0.168154	radar	2.43405	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40496	-5.09631	5.13384	4.08741	-0.154898	lidar	0.28401	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55206	-5.25858	5.01822	4.07121	-0.1603	radar	3.66732	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74173	-5.45765	5.04637	4.04953	-0.176973	lidar	1.78773	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90157	-5.65341	5.0352	4.03944	-0.177323	radar	0.27939	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05749	-5.83934	5.02122	4.02784	-0.181048	lidar	0.102457	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19696	-5.99125	4.90469	4.01513	-0.182359	radar	5.77443	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37383	-6.09023	4.8109	3.97047	-0.228862	lidar	4.33814	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55069	-6.27236	4.83717	3.95598	-0.232906	radar	1.0032	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68881	-6.4839	4.85634	3.96663	-0.204574	lidar	0.637038	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.9127	-6.64472	4.94417	3.92791	-0.243933	radar	7.16681	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1157	-6.81102	4.96048	3.90378	-0.258555	lidar	0.676792	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3016	-6.97252	4.98411	3.88503	-0.267413	radar	0.971012	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5315	-7.15641	5.04576	3.86246	-0.277767	lidar	3.73281	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7381	-7.29716	5.04939	3.83402	-0.296779	radar	1.8115	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9852	-7.46157	5.10632	3.8042	-0.314389	lidar	3.58089	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1738	-7.59954	5.04469	3.78654	-0.316692	radar	1.27751	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3217	-7.75552	4.99337	3.79	-0.293642	lidar	3.11719	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5172	-7.88085	4.95269	3.76759	-0.303477	radar	1.74305	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6962	-7.98508	4.89185	3.74415	-0.314766	lidar	2.91607	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8884	-8.09627	4.79269	3.72103	-0.324088	radar	1.56943	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1023	-8.18686	4.77347	3.68578	-0.347906	lidar	0.601474	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3313	-8.31619	4.89617	3.66623	-0.349089	radar	2.83685	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5344	-8.3976	4.85359	3.63554	-0.366066	lidar	1.6793	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7389	-8.48263	4.76347	3.60673	-0.380971	radar	1.56964	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0181	-8.57327	4.83467	3.56429	-0.408521	lidar	4.30077	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2692	-8.67365	4.91812	3.53963	-0.411162	radar	2.805	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4903	-8.72127	4.88136	3.50126	-0.433613	lidar	1.76306	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7042	-8.76124	4.76419	3.45994	-0.462965	radar	3.57328	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.93	-8.87398	4.7852	3.45501	-0.440345	lidar	1.03277	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1852	-8.96475	4.91631	3.44164	-0.422951	radar	2.95221	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4084	-9.07938	4.92005	3.44298	-0.395513	lidar	0.740046	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.637	-9.15013	4.88845	3.4231	-0.397447	radar	0.306243	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9252	-9.14726	4.93668	3.36211	-0.446718	lidar	1.9424	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1854	-9.21963	4.9759	3.34631	-0.43785	radar	4.53313	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4506	-9.33802	5.02844	3.35277	-0.402849	lidar	5.37403	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6917	-9.36732	4.94792	3.31789	-0.428025	radar	2.10789	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9486	-9.45364	4.97832	3.31523	-0.40503	lidar	2.14561	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.199	-9.46313	4.943	3.27652	-0.431662	radar	2.24665	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.45	-9.457	4.94596	3.23738	-0.452781	lidar	0.500194	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6652	-9.45854	4.86986	3.20667	-0.467043	radar	5.08335	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9503	-9.44218	4.93094	3.16491	-0.488407	lidar	1.50783	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2031	-9.50209	4.97679	3.17095	-0.4458	radar	7.92142	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4637	-9.5205	4.99529	3.15389	-0.439369	lidar	0.50157	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7209	-9.51004	4.97945	3.12246	-0.455484	radar	1.67905	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9759	-9.4772	4.99143	3.08773	-0.46961	lidar	0.190561	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2185	-9.44055	4.95344	3.05048	-0.492433	radar	0.662125	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4162	-9.48952	4.86681	3.06261	-0.449704	lidar	2.21531	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6522	-9.47822	4.88561	3.05003	-0.431938	radar	1.72651	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9013	-9.46854	4.89192	3.0352	-0.423876	lidar	0.271135	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.131	-9.43145	4.89567	3.014	-0.419486	radar	3.93462	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3796	-9.30848	4.93167	2.95235	-0.467316	lidar	3.05813	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6121	-9.23347	4.89555	2.91127	-0.496425	radar	1.12103	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8666	-9.10686	4.948	2.85591	-0.531876	lidar	1.3409	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1052	-9.00405	4.96922	2.81684	-0.545123	radar	4.94053	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2695	-9.14313	4.75299	2.88579	-0.435537	lidar	14.4705	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5081	-9.10315	4.77254	2.87772	-0.415108	radar	1.57408	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.731	-9.00422	4.78139	2.84162	-0.432893	lidar	0.733802	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9733	-8.92392	4.79887	2.81551	-0.440663	radar	2.50242	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1684	-8.85608	4.74595	2.79694	-0.436948	lidar	1.18834	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4014	-8.76979	4.75	2.77086	-0.446287	radar	1.95086	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5917	-8.74694	4.663	2.77515	-0.415948	lidar	1.52722	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7805	-8.6096	4.59411	2.71505	-0.481458	radar	6.43138	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9838	-8.53081	4.57441	2.69879	-0.47254	lidar	0.106657	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1933	-8.42554	4.60861	2.67999	-0.458119	radar	2.05244	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4274	-8.32218	4.64904	2.66087	-0.45358	lidar	1.33567	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6171	-8.20959	4.61544	2.63109	-0.467541	radar	0.850314	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8625	-7.95638	4.79677	2.55504	-0.526428	lidar	6.25706	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0525	-7.8075	4.7593	2.50741	-0.570635	radar	3.52582	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2839	-7.62467	4.85352	2.4693	-0.580446	lidar	2.28777	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4848	-7.48399	4.8869	2.46026	-0.540506	radar	1.74724	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6498	-7.34216	4.84227	2.43497	-0.539155	lidar	0.66373	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8418	-7.18037	4.8679	2.41335	-0.526947	radar	0.9086	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24	-7.0934	4.75409	2.41108	-0.50188	lidar	2.06385	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
